[0, 0, 0, 0, 0, 0, 0],16.57911719108315,16.503641974305317,16.390680966788054,16.638186700317874,16.59033660942365,16.674178256342476,16.41410432786527
[0, 0, 0, 1, 1, 1, 0],22.090935600480627,37.617571913259205,46.585629577743724,8.508975345441876,113.47726851504588,77.06543127933904,92.04536452177526
[0, 0, 0, 1, 0, 1, 0],1.046210674950144,0.0,1.0855264388382722,1.6611402240000004,34.16109305202715,0.0,127.28001574758649
[0, 0, 0, 2, 0, 1, 2],0.0,0.0,0.0,0.0,29.790506222908675,0.0,0.0
[0, 1, 1, 3, 0, 1, 2],0.0,0.0,0.0,20.0,0.0,0.0,0.0
[0, 1, 0, 3, 0, 1, 2],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0, 2, 1, 3, 0, 1, 2],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0, 2, 1, 3, 0, 0, 2],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1, 2, 1, 3, 0, 0, 2],20.0,0.0,0.0,0.0,0.0,0.0,0.0
[1, 2, 1, 3, 0, 0, 1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1, 1, 1, 3, 0, 0, 1],0.0,0.0,20.0,0.0,0.0,0.0,0.0
[2, 1, 1, 3, 0, 0, 1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0, 1, 1, 3, 0, 0, 1],0.0,0.0,0.0,0.0,0.0,0.0,3.6
[0, 2, 2, 3, 0, 0, 1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0, 3, 2, 3, 0, 0, 1],0.0,0.0,0.0,0.0,36.0,0.0,0.0
[0, 3, 2, 4, 1, 0, 1],27.763040000000004,0.0,0.0,0.0,20.0,0.0,43.12800000000001
[0, 0, 0, 0, 0, 1, 1],69.66478949011588,43.744557268165266,39.90234423186045,94.47249973285386,78.86297540025913,60.374586792537436,94.66537748756053
[1, 1, 0, 0, 0, 1, 1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1, 1, 0, 1, 1, 2, 1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[2, 1, 1, 1, 1, 2, 1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[3, 2, 1, 1, 1, 2, 1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1, 1, 0, 0, 0, 0, 0],0.0,3.8798023458816004,0.6383132440988794,0.7503817125473236,1.1697963676455914,0.0,1.1807357028164545
[1, 0, 0, 0, 0, 1, 1],0.0,0.0,0.0,0.0,0.0,0.0,10.24
[1, 1, 1, 1, 0, 1, 1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0, 1, 1, 1, 0, 1, 1],0.8706788794859437,0.0,0.0,0.6480000000000001,0.0,0.0,4.878637530655301
[0, 2, 2, 1, 0, 1, 1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0, 2, 2, 3, 0, 1, 1],0.0,84.0993563648,0.0,0.0,0.0,0.0,0.0
[1, 3, 2, 4, 0, 1, 1],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1, 3, 2, 4, 0, 1, 0],67.0464,39.6,0.0,0.0,0.0,0.0,0.0
[1, 3, 2, 2, 2, 1, 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1, 3, 2, 0, 2, 1, 0],35.28,0.0,0.0,0.0,0.0,0.0,0.0
[1, 4, 2, 0, 2, 1, 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1, 2, 2, 0, 2, 1, 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0
[2, 1, 3, 0, 3, 1, 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0
